check date,check type,status,message
2024-02-21T07:23,pingcheck,OK,"SERVER=nike.com,TIME(MS)=0.42"
2024-02-21T07:23,host-cpu,OK,CPU_LOAD=1.1162109375
2024-02-21T07:23,host-disk,OK,DISK_USED=46%
2024-02-21T07:23,host-mem,OK,FREE_MEM=36%
2024-02-21T07:24,filehash,OK,"FILE=/etc/hosts, OLD_HASH=1463508f28edb4d6d5ae349b20e00409, OLD_HASH_DATE= 2024-02-21 06:27:20.673199, CURRENT_HASH=1463508f28edb4d6d5ae349b20e00409"
2024-02-21T07:24,filehash,OK,"FILE=/etc/ssh/sshd_config, OLD_HASH=23a8a2b1a8f1538be49eb86313367191, OLD_HASH_DATE= 2024-02-20 04:53:54.096016, CURRENT_HASH=23a8a2b1a8f1538be49eb86313367191"
2024-02-21T07:24,filehash,OK,"FILE=/etc/group, OLD_HASH=a32d2ce5c98f6262e11989e2ce141461, OLD_HASH_DATE= 2024-02-20 04:53:54.101349, CURRENT_HASH=a32d2ce5c98f6262e11989e2ce141461"
2024-02-21T07:24,filehash,OK,"FILE=/etc/passwd, OLD_HASH=d5e01e1a884cf82c56430e3f3e49e50b, OLD_HASH_DATE= 2024-02-20 04:53:54.106727, CURRENT_HASH=d5e01e1a884cf82c56430e3f3e49e50b"
2024-02-21T07:24,filehash,FAIL,"FILE=/home/ubuntu/testfile.txt, OLD_HASH=ed8bd064ecdde8ca7adb4acbc90f9d, OLD_HASH_DATE= 2024-02-20 18:11:47.413664, CURRENT_HASH=ed8bd064ecdde8ca7adb4acbc90f9d98"
2024-02-21T07:24,filehash,OK,"FILE=/etc/environment, OLD_HASH=f3377ed52072acbbf4cbb59af03c7fdb, OLD_HASH_DATE= 2024-02-20 04:53:54.111798, CURRENT_HASH=f3377ed52072acbbf4cbb59af03c7fdb"
2024-02-21T07:24,pingcheck,FAIL,"SERVER=123.123.123.123,TIME(MS)=Not found"
2024-02-21T07:24,pingcheck,OK,"SERVER=172.31.83.19,TIME(MS)=0.49"
2024-02-21T07:24,pingcheck,OK,"SERVER=172.31.88.68,TIME(MS)=0.58"
2024-02-21T07:24,pingcheck,OK,"SERVER=nike.com,TIME(MS)=0.32"
2024-02-21T07:24,host-cpu,FAIL,CPU_LOAD=2.52294921875
2024-02-21T07:24,host-disk,OK,DISK_USED=46%
2024-02-21T07:24,host-mem,OK,FREE_MEM=29%
2024-02-21T07:27,filehash,OK,"FILE=/etc/hosts, OLD_HASH=1463508f28edb4d6d5ae349b20e00409, OLD_HASH_DATE= 2024-02-21 06:27:20.673199, CURRENT_HASH=1463508f28edb4d6d5ae349b20e00409"
2024-02-21T07:27,filehash,OK,"FILE=/etc/ssh/sshd_config, OLD_HASH=23a8a2b1a8f1538be49eb86313367191, OLD_HASH_DATE= 2024-02-20 04:53:54.096016, CURRENT_HASH=23a8a2b1a8f1538be49eb86313367191"
2024-02-21T07:27,filehash,OK,"FILE=/etc/group, OLD_HASH=a32d2ce5c98f6262e11989e2ce141461, OLD_HASH_DATE= 2024-02-20 04:53:54.101349, CURRENT_HASH=a32d2ce5c98f6262e11989e2ce141461"
2024-02-21T07:27,filehash,OK,"FILE=/etc/passwd, OLD_HASH=d5e01e1a884cf82c56430e3f3e49e50b, OLD_HASH_DATE= 2024-02-20 04:53:54.106727, CURRENT_HASH=d5e01e1a884cf82c56430e3f3e49e50b"
2024-02-21T07:27,filehash,FAIL,"FILE=/home/ubuntu/testfile.txt, OLD_HASH=ed8bd064ecdde8ca7adb4acbc90f9d, OLD_HASH_DATE= 2024-02-20 18:11:47.413664, CURRENT_HASH=ed8bd064ecdde8ca7adb4acbc90f9d98"
2024-02-21T07:27,filehash,OK,"FILE=/etc/environment, OLD_HASH=f3377ed52072acbbf4cbb59af03c7fdb, OLD_HASH_DATE= 2024-02-20 04:53:54.111798, CURRENT_HASH=f3377ed52072acbbf4cbb59af03c7fdb"
2024-02-21T07:27,pingcheck,FAIL,"SERVER=123.123.123.123,TIME(MS)=Not found"
2024-02-21T07:27,pingcheck,OK,"SERVER=172.31.83.19,TIME(MS)=0.51"
2024-02-21T07:27,pingcheck,OK,"SERVER=172.31.88.68,TIME(MS)=0.54"
2024-02-21T07:27,pingcheck,OK,"SERVER=nike.com,TIME(MS)=0.41"
2024-02-21T07:27,host-cpu,OK,CPU_LOAD=0.8
2024-02-21T07:27,host-disk,OK,DISK_USED=46%
2024-02-21T07:27,host-mem,OK,FREE_MEM=58%
2024-02-21T07:27,filehash,OK,"FILE=/etc/hosts, OLD_HASH=1463508f28edb4d6d5ae349b20e00409, OLD_HASH_DATE= 2024-02-21 06:27:20.673199, CURRENT_HASH=1463508f28edb4d6d5ae349b20e00409"
2024-02-21T07:27,filehash,OK,"FILE=/etc/ssh/sshd_config, OLD_HASH=23a8a2b1a8f1538be49eb86313367191, OLD_HASH_DATE= 2024-02-20 04:53:54.096016, CURRENT_HASH=23a8a2b1a8f1538be49eb86313367191"
2024-02-21T07:27,filehash,OK,"FILE=/etc/group, OLD_HASH=a32d2ce5c98f6262e11989e2ce141461, OLD_HASH_DATE= 2024-02-20 04:53:54.101349, CURRENT_HASH=a32d2ce5c98f6262e11989e2ce141461"
2024-02-21T07:27,filehash,OK,"FILE=/etc/passwd, OLD_HASH=d5e01e1a884cf82c56430e3f3e49e50b, OLD_HASH_DATE= 2024-02-20 04:53:54.106727, CURRENT_HASH=d5e01e1a884cf82c56430e3f3e49e50b"
2024-02-21T07:27,filehash,FAIL,"FILE=/home/ubuntu/testfile.txt, OLD_HASH=ed8bd064ecdde8ca7adb4acbc90f9d, OLD_HASH_DATE= 2024-02-20 18:11:47.413664, CURRENT_HASH=ed8bd064ecdde8ca7adb4acbc90f9d98"
2024-02-21T07:27,filehash,OK,"FILE=/etc/environment, OLD_HASH=f3377ed52072acbbf4cbb59af03c7fdb, OLD_HASH_DATE= 2024-02-20 04:53:54.111798, CURRENT_HASH=f3377ed52072acbbf4cbb59af03c7fdb"
2024-02-21T07:27,pingcheck,FAIL,"SERVER=123.123.123.123,TIME(MS)=Not found"
2024-02-21T07:27,pingcheck,OK,"SERVER=172.31.83.19,TIME(MS)=0.51"
2024-02-21T07:27,pingcheck,OK,"SERVER=172.31.88.68,TIME(MS)=0.6"
2024-02-21T07:27,pingcheck,OK,"SERVER=nike.com,TIME(MS)=0.43"
2024-02-21T07:27,host-cpu,FAIL,CPU_LOAD=2.36
2024-02-21T07:27,host-disk,OK,DISK_USED=46%
2024-02-21T07:27,host-mem,OK,FREE_MEM=30%
